State,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Policies,Policy Type,Policy,Renew Offer Type,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
Washington,Extended,Doctor,1/17/2011,Disabled,M,28383,Urban,Single,81,11,20,1,Personal Auto,Personal L2,Offer1,258.109435,Four-Door Car,Medsize,3023.887488
Oregon,Premium,High School or Below,1/9/2011,Employed,M,29418,Suburban,Married,274,23,31,1,Personal Auto,Personal L2,Offer4,1972.8,Luxury SUV,Medsize,10926.69497
California,Basic,High School or Below,2/21/2011,Unemployed,M,0,Suburban,Married,73,17,44,7,Personal Auto,Personal L1,Offer2,496.474767,Two-Door Car,Medsize,5325.724541
Arizona,Extended,Bachelor,1/23/2011,Employed,M,30604,Suburban,Divorced,131,35,76,3,Corporate Auto,Corporate L3,Offer2,984.170299,SUV,Medsize,9915.90229
Arizona,Basic,College,2/23/2011,Employed,F,91804,Suburban,Married,62,18,32,9,Special Auto,Special L3,Offer2,388.80286,Four-Door Car,Large,5017.610845
Oregon,Basic,High School or Below,1/21/2011,Employed,F,50446,Suburban,Married,74,28,50,2,Personal Auto,Personal L1,Offer4,355.2,Four-Door Car,Medsize,8625.836992
California,Basic,College,2/22/2011,Employed,M,87728,Urban,Divorced,70,24,65,2,Personal Auto,Personal L3,Offer2,201.589875,Four-Door Car,Medsize,8432.519368
California,Basic,College,1/20/2011,Employed,M,58729,Rural,Married,68,2,67,1,Corporate Auto,Corporate L3,Offer1,94.845076,Four-Door Car,Medsize,2642.932059
Arizona,Extended,Bachelor,2/14/2011,Unemployed,F,0,Suburban,Single,89,16,59,1,Personal Auto,Personal L2,Offer3,427.2,Four-Door Car,Medsize,3097.915845
Oregon,Basic,Master,2/24/2011,Unemployed,F,0,Suburban,Married,67,22,0,2,Personal Auto,Personal L1,Offer1,321.6,Four-Door Car,Medsize,19837.30548
Arizona,Basic,Bachelor,1/21/2011,Employed,M,21234,Suburban,Married,73,8,23,1,Personal Auto,Personal L3,Offer2,378.333708,Four-Door Car,Medsize,2869.743883
Oregon,Basic,Bachelor,2/17/2011,Unemployed,M,0,Suburban,Single,73,30,29,3,Personal Auto,Personal L1,Offer1,751.927019,Four-Door Car,Small,4927.068115
California,Basic,College,1/8/2011,Employed,M,47823,Suburban,Married,108,26,71,1,Personal Auto,Personal L3,Offer2,518.4,Sports Car,Medsize,4285.575678
Arizona,Basic,High School or Below,1/26/2011,Employed,F,84731,Rural,Married,110,11,32,7,Personal Auto,Personal L1,Offer1,226.738219,SUV,Medsize,8874.551335
California,Basic,High School or Below,2/26/2011,Employed,F,59974,Rural,Divorced,65,23,5,1,Corporate Auto,Corporate L3,Offer4,127.233139,Four-Door Car,Medsize,2578.835541
Arizona,Extended,Doctor,1/6/2011,Employed,M,67534,Rural,Married,87,2,55,5,Personal Auto,Personal L1,Offer1,104.905661,Four-Door Car,Small,6920.999642
Oregon,Basic,Bachelor,2/11/2011,Unemployed,M,0,Suburban,Single,70,21,5,1,Special Auto,Special L3,Offer4,716.67276,Four-Door Car,Large,2349.957291
Oregon,Basic,High School or Below,2/10/2011,Employed,M,27782,Suburban,Married,103,20,54,1,Personal Auto,Personal L3,Offer2,517.100887,SUV,Small,4027.703503
Nevada,Basic,High School or Below,1/2/2011,Employed,M,67197,Urban,Divorced,74,29,18,2,Personal Auto,Personal L3,Offer1,275.608537,Two-Door Car,Medsize,8481.310791
Oregon,Basic,High School or Below,2/9/2011,Employed,M,86451,Rural,Single,65,0,99,3,Personal Auto,Personal L3,Offer1,7.793078,Two-Door Car,Medsize,5191.446028
Arizona,Extended,Bachelor,1/26/2011,Employed,M,56768,Suburban,Divorced,92,11,57,1,Personal Auto,Personal L3,Offer1,441.6,Two-Door Car,Small,3572.49065
Washington,Basic,High School or Below,1/29/2011,Employed,F,55593,Rural,Married,61,13,52,3,Personal Auto,Personal L1,Offer2,9.050204,Four-Door Car,Medsize,4869.240839
Arizona,Extended,Bachelor,2/10/2011,Unemployed,F,0,Urban,Married,95,22,59,2,Personal Auto,Personal L3,Offer2,337.79769,Four-Door Car,Medsize,10395.70939
Oregon,Basic,Bachelor,2/9/2011,Employed,F,66203,Rural,Married,66,15,38,8,Personal Auto,Personal L3,Offer2,130.697268,Four-Door Car,Medsize,5297.918924
Washington,Premium,High School or Below,1/5/2011,Employed,F,25806,Suburban,Married,110,20,43,5,Personal Auto,Personal L3,Offer4,528,Four-Door Car,Medsize,8750.710415
California,Basic,Bachelor,2/5/2011,Disabled,F,22978,Suburban,Married,190,8,53,4,Personal Auto,Personal L3,Offer1,912,Luxury Car,Medsize,14941.90379
Oregon,Extended,High School or Below,2/19/2011,Disabled,F,22081,Suburban,Married,84,1,9,6,Special Auto,Special L1,Offer1,451.670309,Two-Door Car,Small,6503.397049
Arizona,Extended,College,1/8/2011,Employed,F,96506,Urban,Married,124,4,22,3,Corporate Auto,Corporate L3,Offer3,504.513989,SUV,Medsize,10110.96161
Oregon,Extended,High School or Below,1/27/2011,Employed,M,23235,Suburban,Married,82,32,46,3,Personal Auto,Personal L3,Offer2,483.482031,Four-Door Car,Large,6459.640843
Arizona,Basic,Bachelor,2/8/2011,Employed,M,40506,Rural,Married,70,14,98,1,Personal Auto,Personal L1,Offer2,113.724707,Four-Door Car,Medsize,2769.252177
California,Extended,High School or Below,2/25/2011,Unemployed,M,0,Suburban,Single,96,2,84,9,Personal Auto,Personal L3,Offer2,460.8,Four-Door Car,Small,6778.84457
Oregon,Basic,Bachelor,2/12/2011,Unemployed,M,0,Suburban,Single,65,8,81,3,Personal Auto,Personal L2,Offer1,312,Two-Door Car,Medsize,4492.518464
California,Basic,High School or Below,2/4/2011,Employed,F,79955,Rural,Married,71,10,5,6,Personal Auto,Personal L3,Offer1,142.932303,Four-Door Car,Large,5733.213979
Arizona,Extended,College,1/5/2011,Employed,M,62873,Urban,Divorced,81,0,41,1,Corporate Auto,Corporate L1,Offer2,207.75186,Four-Door Car,Medsize,3230.576665
California,Extended,Master,2/27/2011,Employed,F,66947,Suburban,Married,78,13,12,6,Personal Auto,Personal L1,Offer3,374.4,Four-Door Car,Small,6314.492009
Washington,Extended,College,1/10/2011,Medical Leave,M,25646,Urban,Married,83,14,92,3,Personal Auto,Personal L2,Offer4,377.917394,Four-Door Car,Medsize,6013.73829
Arizona,Basic,College,2/9/2011,Unemployed,F,0,Suburban,Single,64,14,96,1,Personal Auto,Personal L2,Offer2,460.8,Four-Door Car,Medsize,2180.084066
Washington,Basic,High School or Below,1/1/2011,Employed,F,92766,Suburban,Married,71,17,15,2,Personal Auto,Personal L2,Offer2,379.029102,Two-Door Car,Large,20096.89337
Oregon,Extended,High School or Below,1/1/2011,Unemployed,M,0,Suburban,Single,79,21,53,7,Personal Auto,Personal L2,Offer1,407.440238,Two-Door Car,Medsize,5568.947534
Arizona,Basic,College,1/9/2011,Employed,F,84650,Urban,Married,185,13,39,2,Personal Auto,Personal L2,Offer1,660.474274,Luxury Car,Medsize,51426.24815
Nevada,Basic,High School or Below,2/2/2011,Disabled,F,13050,Suburban,Married,102,1,77,6,Personal Auto,Personal L1,Offer1,734.4,SUV,Medsize,8079.833042
Arizona,Basic,College,2/15/2011,Employed,M,56342,Suburban,Single,69,12,89,1,Personal Auto,Personal L2,Offer2,331.2,Four-Door Car,Small,2674.730716
Oregon,Basic,Bachelor,1/14/2011,Employed,M,58781,Urban,Divorced,106,31,37,2,Personal Auto,Personal L2,Offer1,502.46107,SUV,Small,12421.86213
California,Basic,High School or Below,1/18/2011,Unemployed,M,0,Suburban,Single,68,0,45,1,Personal Auto,Personal L2,Offer2,489.6,Four-Door Car,Medsize,2311.118403
Arizona,Basic,Bachelor,1/23/2011,Unemployed,M,0,Suburban,Single,102,17,77,2,Personal Auto,Personal L3,Offer1,734.4,Sports Car,Medsize,10255.80275
California,Basic,College,1/30/2011,Unemployed,M,0,Suburban,Married,102,35,48,2,Personal Auto,Personal L3,Offer1,489.6,SUV,Medsize,22103.5072
Washington,Basic,College,2/5/2011,Employed,F,71809,Rural,Divorced,74,14,3,1,Corporate Auto,Corporate L3,Offer3,78.248458,Four-Door Car,Medsize,2962.982516
Arizona,Basic,Bachelor,2/11/2011,Employed,M,40238,Suburban,Married,73,17,88,9,Personal Auto,Personal L3,Offer1,350.4,Four-Door Car,Medsize,5764.862315
California,Basic,Bachelor,1/4/2011,Unemployed,M,0,Suburban,Single,70,2,33,9,Personal Auto,Personal L3,Offer1,504,Four-Door Car,Medsize,4700.421406
Nevada,Premium,High School or Below,2/14/2011,Employed,F,76157,Suburban,Married,116,15,80,1,Personal Auto,Personal L1,Offer2,556.8,Two-Door Car,Small,4669.22664
Nevada,Basic,College,2/11/2011,Employed,F,30514,Rural,Single,72,3,87,6,Personal Auto,Personal L3,Offer1,154.049617,Four-Door Car,Medsize,5384.015304
California,Basic,Bachelor,2/26/2011,Employed,F,44485,Rural,Married,62,5,74,2,Special Auto,Special L3,Offer1,79.893853,Four-Door Car,Medsize,7505.768149
Arizona,Basic,High School or Below,2/14/2011,Employed,M,50941,Suburban,Single,69,17,46,2,Personal Auto,Personal L2,Offer4,331.2,Four-Door Car,Small,10551.1476
Arizona,Basic,College,1/14/2011,Employed,M,53105,Urban,Married,110,6,65,2,Corporate Auto,Corporate L1,Offer3,365.361427,SUV,Medsize,25900.19716
California,Premium,Master,2/19/2011,Employed,F,25167,Urban,Married,140,3,76,2,Personal Auto,Personal L3,Offer2,422.494292,SUV,Small,51016.06704
Washington,Extended,College,1/22/2011,Employed,M,30244,Urban,Married,92,11,72,1,Personal Auto,Personal L2,Offer4,383.110633,Four-Door Car,Medsize,3575.04124
California,Basic,College,1/26/2011,Medical Leave,F,25370,Suburban,Married,102,10,77,2,Corporate Auto,Corporate L3,Offer1,489.6,Sports Car,Large,11638.89947
Oregon,Basic,Master,1/10/2011,Unemployed,M,0,Suburban,Married,73,8,71,2,Corporate Auto,Corporate L1,Offer3,350.4,Four-Door Car,Small,14050.17358
Arizona,Basic,High School or Below,2/21/2011,Employed,M,69202,Suburban,Single,61,33,12,1,Personal Auto,Personal L2,Offer2,292.8,Two-Door Car,Small,2379.825871
Oregon,Basic,Master,2/15/2011,Employed,F,31530,Suburban,Married,69,24,47,3,Personal Auto,Personal L3,Offer1,331.2,Two-Door Car,Medsize,5460.373249
California,Extended,College,1/10/2011,Employed,F,61040,Suburban,Married,78,21,9,9,Personal Auto,Personal L3,Offer2,391.942636,Two-Door Car,Medsize,6269.592055
Arizona,Basic,Bachelor,2/15/2011,Employed,F,85185,Rural,Married,107,26,91,5,Corporate Auto,Corporate L3,Offer1,166.502804,SUV,Small,8709.847614
Nevada,Basic,Master,2/16/2011,Employed,F,78772,Rural,Married,62,9,47,8,Personal Auto,Personal L3,Offer2,86.274545,Four-Door Car,Small,5024.777578
California,Basic,College,1/16/2011,Unemployed,M,0,Suburban,Single,63,35,15,2,Special Auto,Special L3,Offer4,577.57549,Two-Door Car,Medsize,12515.18061
Oregon,Basic,Master,1/5/2011,Employed,M,99241,Rural,Single,70,22,27,2,Corporate Auto,Corporate L3,Offer2,48.304125,Four-Door Car,Large,22325.82746
Arizona,Extended,Bachelor,1/30/2011,Unemployed,F,0,Rural,Married,83,29,52,1,Personal Auto,Personal L2,Offer3,197.498882,Two-Door Car,Medsize,3059.056323
Nevada,Basic,College,1/10/2011,Disabled,F,21114,Suburban,Single,180,7,59,1,Personal Auto,Personal L3,Offer1,864,Luxury Car,Medsize,6698.974274
Nevada,Basic,Master,1/13/2011,Employed,M,56005,Suburban,Married,68,31,30,3,Corporate Auto,Corporate L1,Offer1,326.4,Four-Door Car,Small,5479.555081
Oregon,Basic,College,1/20/2011,Employed,F,63860,Urban,Married,62,26,81,1,Personal Auto,Personal L3,Offer2,208.598246,Four-Door Car,Medsize,2472.469209
Arizona,Extended,High School or Below,1/13/2011,Disabled,M,29295,Suburban,Married,219,25,50,2,Personal Auto,Personal L3,Offer1,1328.839129,Luxury SUV,Large,58207.12842
Arizona,Extended,High School or Below,2/10/2011,Employed,M,54339,Rural,Married,86,10,52,1,Personal Auto,Personal L3,Offer4,10.478305,Four-Door Car,Large,3430.316936
California,Basic,Bachelor,1/10/2011,Unemployed,F,0,Suburban,Married,66,6,71,1,Corporate Auto,Corporate L1,Offer2,433.160284,Four-Door Car,Large,2396.219292
Nevada,Basic,College,1/28/2011,Employed,F,98078,Suburban,Married,73,5,79,6,Personal Auto,Personal L1,Offer1,418.689402,Four-Door Car,Large,5964.345179
Arizona,Basic,College,2/14/2011,Employed,M,20592,Urban,Single,71,15,81,1,Personal Auto,Personal L3,Offer4,195.153339,Two-Door Car,Medsize,2605.599527
Oregon,Basic,High School or Below,1/22/2011,Employed,M,72805,Suburban,Married,62,13,34,3,Corporate Auto,Corporate L3,Offer2,365.466805,Four-Door Car,Medsize,4758.19231
Washington,Extended,High School or Below,2/2/2011,Employed,F,55645,Suburban,Divorced,129,23,33,1,Personal Auto,Personal L1,Offer1,619.2,SUV,Medsize,5154.051492
California,Basic,High School or Below,1/14/2011,Employed,M,98859,Suburban,Divorced,70,3,57,1,Personal Auto,Personal L1,Offer4,504,Four-Door Car,Small,2805.176489
Oregon,Basic,High School or Below,1/18/2011,Unemployed,F,0,Suburban,Single,61,17,1,7,Corporate Auto,Corporate L3,Offer1,292.8,Four-Door Car,Small,4250.282624
Oregon,Basic,College,1/1/2011,Employed,M,23541,Rural,Married,62,12,38,2,Personal Auto,Personal L3,Offer2,98.923871,Two-Door Car,Medsize,7247.736708
California,Basic,Bachelor,1/16/2011,Unemployed,M,0,Suburban,Single,73,4,0,8,Corporate Auto,Corporate L3,Offer1,350.4,Two-Door Car,Medsize,5008.789971
Arizona,Basic,Bachelor,2/13/2011,Employed,F,60087,Suburban,Single,74,21,23,3,Special Auto,Special L3,Offer1,355.2,Four-Door Car,Small,5821.787383
Arizona,Extended,College,1/14/2011,Unemployed,M,0,Suburban,Single,132,23,33,2,Personal Auto,Personal L1,Offer1,1405.292809,SUV,Medsize,18898.32653
Arizona,Extended,College,1/7/2011,Employed,F,48938,Suburban,Divorced,121,23,20,1,Personal Auto,Personal L2,Offer1,580.8,SUV,Large,4756.913057
California,Premium,Bachelor,2/18/2011,Employed,F,31506,Suburban,Married,102,23,50,8,Personal Auto,Personal L1,Offer1,601.074585,Four-Door Car,Small,8083.917906
California,Basic,Bachelor,1/22/2011,Employed,M,67454,Suburban,Married,185,3,71,1,Personal Auto,Personal L1,Offer2,1332,Luxury Car,Large,7417.406267
Nevada,Basic,Bachelor,2/17/2011,Retired,M,18608,Suburban,Divorced,71,13,24,1,Personal Auto,Personal L2,Offer2,340.8,Four-Door Car,Medsize,2538.62632
Washington,Basic,Doctor,1/8/2011,Employed,F,28519,Rural,Married,61,9,94,1,Personal Auto,Personal L2,Offer2,111.865326,Four-Door Car,Medsize,2432.958093
Nevada,Basic,Master,1/17/2011,Employed,F,29462,Suburban,Single,107,28,23,1,Personal Auto,Personal L1,Offer2,513.6,SUV,Large,4170.687348
Oregon,Basic,High School or Below,2/7/2011,Unemployed,M,0,Suburban,Single,74,3,64,1,Corporate Auto,Corporate L3,Offer2,532.8,Four-Door Car,Small,2489.662064
Nevada,Extended,Bachelor,1/7/2011,Employed,F,58300,Rural,Married,94,25,55,1,Personal Auto,Personal L3,Offer1,24.04838,Four-Door Car,Medsize,3758.950734
Oregon,Extended,College,2/17/2011,Employed,M,82554,Rural,Married,132,6,15,2,Personal Auto,Personal L1,Offer1,154.749492,Sports Car,Medsize,42389.00791
California,Basic,High School or Below,1/2/2011,Unemployed,F,0,Suburban,Divorced,102,10,85,2,Personal Auto,Personal L3,Offer2,489.6,Sports Car,Medsize,29830.38714
California,Basic,College,1/16/2011,Unemployed,M,0,Suburban,Divorced,111,1,72,2,Personal Auto,Personal L2,Offer1,673.262794,Sports Car,Small,26134.90739
Arizona,Basic,Bachelor,2/9/2011,Medical Leave,M,29735,Suburban,Single,69,3,92,1,Personal Auto,Personal L3,Offer1,331.2,Four-Door Car,Medsize,2453.570794
Arizona,Basic,Bachelor,2/14/2011,Employed,F,50738,Suburban,Divorced,71,11,48,1,Personal Auto,Personal L1,Offer3,344.470631,Four-Door Car,Large,2855.925747
Oregon,Basic,High School or Below,2/17/2011,Employed,F,65709,Rural,Divorced,72,33,77,3,Corporate Auto,Corporate L3,Offer1,12.945127,Four-Door Car,Medsize,5771.610372
California,Extended,College,1/21/2011,Unemployed,M,0,Suburban,Single,123,22,25,6,Personal Auto,Personal L3,Offer1,885.6,SUV,Medsize,8098.51111
Arizona,Extended,High School or Below,1/26/2011,Unemployed,M,0,Suburban,Married,95,16,28,1,Personal Auto,Personal L2,Offer4,456,Four-Door Car,Medsize,3432.961074
Arizona,Extended,Bachelor,1/10/2011,Unemployed,F,0,Suburban,Single,85,11,27,2,Corporate Auto,Corporate L2,Offer1,408,Four-Door Car,Medsize,9408.343519
California,Basic,Bachelor,1/27/2011,Retired,F,19651,Suburban,Married,72,3,68,5,Personal Auto,Personal L1,Offer2,345.6,Two-Door Car,Small,5595.971365
Washington,Basic,High School or Below,1/30/2011,Unemployed,M,0,Suburban,Single,72,18,25,2,Personal Auto,Personal L2,Offer4,744.026708,Four-Door Car,Small,7260.833833
Arizona,Basic,College,1/21/2011,Employed,F,69693,Suburban,Married,112,34,62,2,Special Auto,Special L2,Offer1,537.6,Sports Car,Small,13438.04189
Arizona,Basic,High School or Below,1/8/2011,Unemployed,F,0,Suburban,Single,104,10,74,7,Special Auto,Special L1,Offer2,1114.092784,SUV,Small,7324.285428
California,Basic,College,2/11/2011,Unemployed,F,0,Urban,Married,65,5,59,1,Personal Auto,Personal L3,Offer2,294.502382,Four-Door Car,Medsize,2357.801509
Arizona,Basic,College,1/18/2011,Employed,F,45525,Suburban,Married,66,1,41,1,Personal Auto,Personal L2,Offer4,316.8,Two-Door Car,Small,2671.295549
Oregon,Basic,Bachelor,2/28/2011,Employed,F,96765,Urban,Married,72,28,61,1,Personal Auto,Personal L3,Offer3,216.01091,Two-Door Car,Medsize,2938.814981
Oregon,Basic,College,1/27/2011,Employed,M,32903,Rural,Married,64,4,41,3,Personal Auto,Personal L3,Offer3,98.33116,Four-Door Car,Medsize,4911.002585
California,Basic,College,2/5/2011,Medical Leave,M,22520,Suburban,Married,73,17,64,3,Corporate Auto,Corporate L3,Offer1,350.4,Four-Door Car,Medsize,5498.940679
California,Premium,High School or Below,2/25/2011,Employed,F,67486,Urban,Married,118,3,26,1,Personal Auto,Personal L3,Offer3,529.493769,Two-Door Car,Large,4757.242856
Nevada,Basic,College,2/22/2011,Employed,F,92381,Urban,Married,72,24,27,1,Special Auto,Special L2,Offer2,234.774747,Four-Door Car,Medsize,2926.886293
California,Basic,Master,1/31/2011,Disabled,M,26057,Suburban,Divorced,74,3,63,2,Personal Auto,Personal L2,Offer1,523.888845,Four-Door Car,Small,8509.850887
Oregon,Extended,Doctor,1/2/2011,Employed,F,75716,Rural,Single,247,2,32,1,Personal Auto,Personal L3,Offer1,562.088587,Luxury Car,Medsize,9928.986032
California,Extended,High School or Below,1/1/2011,Employed,F,63657,Suburban,Single,128,1,26,7,Corporate Auto,Corporate L3,Offer4,614.4,Sports Car,Medsize,10089.79095
Arizona,Extended,Doctor,1/30/2011,Employed,M,57709,Suburban,Married,125,10,26,1,Personal Auto,Personal L3,Offer2,600,SUV,Medsize,5073.282126
Oregon,Extended,Master,2/17/2011,Retired,F,19614,Suburban,Married,85,21,32,2,Personal Auto,Personal L2,Offer2,574.024018,Two-Door Car,Medsize,16301.9676
California,Extended,High School or Below,1/23/2011,Employed,M,75216,Rural,Married,84,23,39,1,Corporate Auto,Corporate L3,Offer4,65.803328,Four-Door Car,Medsize,3360.269641
Nevada,Basic,College,2/14/2011,Employed,M,24666,Rural,Married,101,32,51,3,Personal Auto,Personal L2,Offer3,151.835574,Sports Car,Medsize,7907.133288
Nevada,Basic,High School or Below,1/19/2011,Medical Leave,F,20799,Urban,Single,111,20,28,2,Personal Auto,Personal L3,Offer3,388.995233,Sports Car,Medsize,28328.46548
California,Basic,College,1/21/2011,Unemployed,M,0,Suburban,Single,64,10,34,4,Corporate Auto,Corporate L3,Offer3,307.2,Four-Door Car,Medsize,4467.705159
Oregon,Premium,High School or Below,1/21/2011,Employed,F,34337,Suburban,Married,113,20,44,9,Personal Auto,Personal L3,Offer2,542.4,Four-Door Car,Large,9035.671134
Oregon,Extended,Bachelor,2/10/2011,Employed,M,53562,Urban,Married,135,24,35,1,Personal Auto,Personal L3,Offer1,589.628918,SUV,Medsize,5364.469352
Nevada,Basic,College,1/5/2011,Medical Leave,F,22664,Suburban,Divorced,73,0,8,1,Personal Auto,Personal L2,Offer4,350.4,Two-Door Car,Small,2706.606128
Arizona,Premium,High School or Below,1/17/2011,Employed,M,27289,Suburban,Married,158,4,78,1,Personal Auto,Personal L3,Offer2,758.4,Sports Car,Medsize,6167.854162
Arizona,Basic,Master,1/12/2011,Employed,F,54831,Rural,Married,61,7,45,1,Personal Auto,Personal L3,Offer3,136.2171,Four-Door Car,Medsize,2476.046413
California,Extended,High School or Below,1/7/2011,Employed,F,78310,Suburban,Married,76,4,24,1,Personal Auto,Personal L2,Offer3,364.8,Four-Door Car,Medsize,3056.990764
California,Basic,Bachelor,2/17/2011,Employed,F,39854,Urban,Divorced,66,6,4,7,Corporate Auto,Corporate L2,Offer2,261.930545,Two-Door Car,Medsize,5217.513287
Oregon,Extended,High School or Below,2/3/2011,Unemployed,M,0,Suburban,Married,90,3,74,4,Personal Auto,Personal L3,Offer1,547.912576,Four-Door Car,Medsize,6744.190752
Arizona,Extended,Master,2/22/2011,Employed,F,48096,Urban,Married,131,10,3,2,Personal Auto,Personal L1,Offer2,450.090267,Sports Car,Medsize,15739.92367
Arizona,Extended,High School or Below,1/7/2011,Employed,F,59522,Suburban,Married,89,0,8,3,Corporate Auto,Corporate L2,Offer2,427.2,Four-Door Car,Small,7153.671737
Washington,Extended,High School or Below,2/11/2011,Unemployed,M,0,Rural,Married,79,11,45,2,Corporate Auto,Corporate L3,Offer1,46.464625,Two-Door Car,Large,8263.482214
California,Extended,Bachelor,1/10/2011,Employed,M,43285,Urban,Single,83,35,77,1,Corporate Auto,Corporate L3,Offer2,265.742679,Two-Door Car,Medsize,3142.739611
California,Basic,College,1/8/2011,Employed,M,33104,Suburban,Married,70,10,23,1,Personal Auto,Personal L3,Offer2,336,Two-Door Car,Small,2691.596929
Arizona,Basic,College,2/4/2011,Employed,M,56172,Suburban,Divorced,64,0,74,1,Personal Auto,Personal L3,Offer3,307.2,Four-Door Car,Small,2500.837384
Oregon,Extended,Master,2/12/2011,Employed,M,83632,Rural,Married,94,7,86,1,Personal Auto,Personal L2,Offer3,216.839496,Four-Door Car,Medsize,3728.873486
Arizona,Extended,Bachelor,2/2/2011,Unemployed,F,0,Suburban,Divorced,81,16,69,1,Personal Auto,Personal L2,Offer1,388.8,Two-Door Car,Medsize,2937.165583
California,Extended,Bachelor,2/4/2011,Employed,M,81439,Rural,Single,90,25,40,2,Personal Auto,Personal L2,Offer2,108.118855,Two-Door Car,Medsize,10391.78109
California,Basic,College,1/29/2011,Employed,F,55911,Urban,Married,74,7,40,1,Personal Auto,Personal L1,Offer1,187.934331,Four-Door Car,Medsize,2994.351694
Oregon,Basic,Bachelor,1/16/2011,Employed,M,90456,Rural,Married,71,26,40,2,Personal Auto,Personal L3,Offer4,165.057816,Four-Door Car,Medsize,14203.6226
Arizona,Basic,Bachelor,1/19/2011,Unemployed,F,0,Urban,Single,64,13,11,3,Personal Auto,Personal L2,Offer1,254.404622,Two-Door Car,Medsize,4490.549093
Washington,Premium,High School or Below,2/8/2011,Employed,M,55687,Suburban,Divorced,276,33,91,1,Personal Auto,Personal L2,Offer1,1324.8,Luxury SUV,Medsize,10963.95723
California,Extended,College,1/5/2011,Medical Leave,M,20978,Suburban,Married,98,19,96,1,Personal Auto,Personal L3,Offer2,1176.2788,Four-Door Car,Small,3508.569533
Oregon,Basic,High School or Below,1/23/2011,Employed,M,82093,Urban,Divorced,62,17,3,3,Personal Auto,Personal L2,Offer2,266.932542,Four-Door Car,Medsize,4942.873707
Arizona,Premium,High School or Below,2/4/2011,Employed,M,51944,Suburban,Married,156,12,96,1,Corporate Auto,Corporate L3,Offer1,748.8,Sports Car,Medsize,6218.662593
Nevada,Extended,College,1/8/2011,Employed,M,78824,Urban,Divorced,77,10,12,6,Personal Auto,Personal L3,Offer1,267.699403,Four-Door Car,Medsize,6156.363979
California,Basic,Bachelor,1/3/2011,Unemployed,M,0,Suburban,Married,65,9,31,2,Special Auto,Special L3,Offer2,312,Two-Door Car,Medsize,21423.63723
California,Extended,College,1/25/2011,Retired,M,23091,Suburban,Married,96,28,90,5,Personal Auto,Personal L1,Offer1,460.8,Four-Door Car,Medsize,5926.729379
Oregon,Extended,College,2/17/2011,Employed,F,24723,Suburban,Married,129,20,0,5,Corporate Auto,Corporate L1,Offer1,619.2,Sports Car,Medsize,10295.46521
Arizona,Basic,Bachelor,2/9/2011,Employed,M,31998,Suburban,Married,69,31,70,1,Corporate Auto,Corporate L3,Offer3,331.2,Four-Door Car,Small,2710.811423
California,Extended,College,2/20/2011,Employed,F,80138,Urban,Married,83,3,33,1,Personal Auto,Personal L3,Offer4,209.427344,Four-Door Car,Medsize,3363.004143
California,Extended,College,1/1/2011,Employed,M,72916,Suburban,Single,80,25,72,1,Personal Auto,Personal L3,Offer2,384,Two-Door Car,Medsize,3122.984111
Washington,Basic,High School or Below,2/5/2011,Unemployed,F,0,Suburban,Single,65,5,63,2,Corporate Auto,Corporate L2,Offer1,468,Four-Door Car,Large,6220.765007
California,Extended,High School or Below,2/21/2011,Unemployed,F,0,Suburban,Single,91,16,63,1,Personal Auto,Personal L2,Offer1,681.038959,Four-Door Car,Small,3455.17183
California,Premium,Bachelor,2/17/2011,Unemployed,F,0,Suburban,Single,170,10,74,5,Corporate Auto,Corporate L2,Offer3,1227.491941,SUV,Medsize,11855.13545
California,Extended,Bachelor,2/3/2011,Employed,M,44527,Urban,Married,94,20,91,5,Personal Auto,Personal L3,Offer1,286.960016,Four-Door Car,Large,7163.796624
Oregon,Extended,Bachelor,2/2/2011,Employed,M,46655,Urban,Single,82,27,20,1,Personal Auto,Personal L2,Offer1,336.892624,Four-Door Car,Medsize,3157.551595
California,Basic,Bachelor,2/16/2011,Unemployed,M,0,Suburban,Single,67,10,50,2,Personal Auto,Personal L3,Offer3,445.265108,Two-Door Car,Medsize,8336.08382
Arizona,Basic,High School or Below,1/30/2011,Employed,F,26975,Suburban,Married,73,14,59,5,Personal Auto,Personal L3,Offer4,548.333667,Two-Door Car,Small,5809.261551
Oregon,Basic,Master,1/16/2011,Employed,F,62900,Rural,Married,62,3,12,2,Personal Auto,Personal L2,Offer2,83.897335,Two-Door Car,Medsize,10016.28847
California,Basic,Bachelor,2/24/2011,Disabled,F,14232,Suburban,Married,64,13,1,5,Personal Auto,Personal L3,Offer4,307.2,Four-Door Car,Small,4914.731004
Washington,Basic,Bachelor,2/8/2011,Employed,F,34200,Rural,Divorced,70,27,15,1,Corporate Auto,Corporate L3,Offer3,167.295936,Four-Door Car,Medsize,2750.540853
California,Extended,Bachelor,1/9/2011,Unemployed,F,0,Suburban,Married,77,13,57,9,Personal Auto,Personal L1,Offer3,369.6,Four-Door Car,Medsize,5677.309793
California,Basic,College,1/25/2011,Medical Leave,M,22981,Rural,Single,69,30,8,1,Personal Auto,Personal L2,Offer2,16.80116,Four-Door Car,Large,2393.1169
